po_number,supplier_id,product_id,quantity,unit_price,order_value,order_date,expected_delivery_date,actual_delivery_date,status,delay_reason
PO001618,SUP001,PROD00302,2291,1039.3,2381036.3,2025-08-03,2025-08-16,,In Transit,
PO001619,SUP019,PROD00484,754,976.11,735986.94,2025-11-26,2025-12-07,,In Transit,
PO001620,SUP001,PROD00427,982,400.07,392868.74,2026-05-27,2026-06-02,2026-06-07,Delivered,
PO001621,SUP018,PROD00239,1713,841.96,1442277.48,2025-11-21,2025-12-05,2025-12-03,Delivered,
PO001622,SUP019,PROD00360,1617,416.12,672866.04,2025-11-17,2025-12-01,2025-11-30,Delivered,
PO001623,SUP014,PROD00378,2038,1169.41,2383257.58,2025-07-27,2025-08-05,,In Transit,
PO001624,SUP018,PROD00453,740,810.72,599932.8,2025-12-26,2026-01-10,2026-01-27,Delayed,Carrier capacity shortage
PO001625,SUP001,PROD00262,2123,792.84,1683199.32,2025-11-27,2025-12-02,2025-12-03,Delivered,
PO001626,SUP011,PROD00152,1680,543.38,912878.4,2025-10-31,2025-11-22,2025-11-21,Delivered,
PO001627,SUP019,PROD00062,1128,956.49,1078920.72,2025-03-19,2025-03-27,2025-03-30,Delivered,
PO001628,SUP018,PROD00227,1675,1186.97,1988174.75,2025-05-30,2025-06-20,2025-06-22,Delivered,
PO001629,SUP014,PROD00023,2385,745.16,1777206.6,2025-05-17,2025-05-28,2025-05-29,Delivered,
PO001630,SUP005,PROD00140,1862,1134.66,2112736.92,2025-03-26,2025-04-10,,Cancelled,
PO001631,SUP011,PROD00469,157,33.38,5240.66,2025-02-11,2025-02-24,2025-02-25,Delivered,
PO001632,SUP018,PROD00020,975,345.87,337223.25,2026-05-22,2026-06-04,2026-06-17,Delayed,Carrier capacity shortage
PO001633,SUP012,PROD00113,1048,703.55,737320.4,2026-03-27,2026-04-04,2026-04-05,Delivered,
PO001634,SUP020,PROD00404,2307,675.94,1559393.58,2025-01-22,2025-02-24,2025-03-15,Delayed,Weather disruption
PO001635,SUP003,PROD00123,2429,633.67,1539184.43,2025-07-16,2025-08-01,2025-08-06,Delivered,
PO001636,SUP003,PROD00372,1121,205.63,230511.23,2026-02-14,2026-03-06,2026-03-09,Delivered,
PO001637,SUP001,PROD00427,1011,400.07,404470.77,2026-01-08,2026-01-17,2026-01-19,Delivered,
PO001638,SUP006,PROD00328,1367,441.67,603762.89,2025-11-24,2025-12-29,2025-12-28,Delivered,
PO001639,SUP017,PROD00289,445,314.19,139814.55,2025-09-10,2025-10-15,,In Transit,
PO001640,SUP001,PROD00012,983,81.51,80124.33,2026-06-04,2026-06-16,2026-06-14,Delivered,
PO001641,SUP018,PROD00120,2319,86.99,201729.81,2025-12-23,2026-01-13,,In Transit,
PO001642,SUP009,PROD00117,1935,1127.17,2181073.95,2025-08-18,2025-09-19,2025-09-16,Delivered,
PO001643,SUP020,PROD00210,314,199.19,62545.66,2026-03-25,2026-04-27,,In Transit,
PO001644,SUP003,PROD00435,285,531.62,151511.7,2025-06-25,2025-07-05,2025-07-10,Delivered,
PO001645,SUP015,PROD00442,1501,787.24,1181647.24,2025-12-22,2026-01-08,2026-01-18,Delayed,Port congestion
PO001646,SUP016,PROD00132,2498,189.9,474370.2,2025-03-08,2025-03-17,2025-03-14,Delivered,
PO001647,SUP012,PROD00259,1673,555.69,929669.37,2026-05-18,2026-05-29,2026-05-28,Delivered,
PO001648,SUP009,PROD00357,1403,1090.42,1529859.26,2025-08-09,2025-09-10,2025-09-11,Delivered,
PO001649,SUP005,PROD00270,640,463.7,296768.0,2025-08-27,2025-09-15,2025-10-07,Delayed,Customs clearance delay
PO001650,SUP019,PROD00191,266,436.27,116047.82,2025-11-19,2025-11-24,,Open,
PO001651,SUP004,PROD00144,310,110.32,34199.2,2026-01-02,2026-01-16,2026-01-14,Delivered,
PO001652,SUP004,PROD00424,847,364.83,309011.01,2026-06-27,2026-07-08,,In Transit,
PO001653,SUP015,PROD00228,170,199.18,33860.6,2025-09-12,2025-10-01,2025-10-12,Delayed,Carrier capacity shortage
PO001654,SUP019,PROD00197,1702,1011.82,1722117.64,2026-05-22,2026-05-28,2026-05-26,Delivered,
PO001655,SUP008,PROD00084,617,35.91,22156.47,2026-02-01,2026-02-12,2026-02-16,Delivered,
PO001656,SUP003,PROD00268,776,328.96,255272.96,2025-12-18,2025-12-30,2026-01-01,Delivered,
PO001657,SUP013,PROD00490,1117,455.11,508357.87,2026-03-17,2026-03-31,2026-03-30,Delivered,
PO001658,SUP019,PROD00484,1441,976.11,1406574.51,2026-02-16,2026-02-24,2026-02-22,Delivered,
PO001659,SUP011,PROD00056,133,257.93,34304.69,2026-04-08,2026-04-30,2026-05-01,Delivered,
PO001660,SUP010,PROD00393,441,981.78,432964.98,2025-03-04,2025-04-08,2025-04-10,Delivered,
PO001661,SUP019,PROD00038,2217,143.2,317474.4,2025-06-22,2025-06-27,,Open,
PO001662,SUP020,PROD00210,163,199.19,32467.97,2025-01-13,2025-01-31,2025-02-01,Delivered,
PO001663,SUP006,PROD00459,822,228.44,187777.68,2026-01-19,2026-02-08,,Open,
PO001664,SUP013,PROD00141,447,214.96,96087.12,2026-05-26,2026-06-07,2026-06-09,Delivered,
PO001665,SUP010,PROD00139,1855,634.69,1177349.95,2025-06-08,2025-07-07,,In Transit,
PO001666,SUP012,PROD00118,174,123.73,21529.02,2025-07-01,2025-07-14,2025-07-18,Delivered,
PO001667,SUP018,PROD00095,542,402.27,218030.34,2025-02-09,2025-02-27,,Open,
PO001668,SUP012,PROD00201,2467,161.27,397853.09,2025-11-16,2025-11-25,2025-11-24,Delivered,
PO001669,SUP019,PROD00460,685,160.43,109894.55,2026-06-15,2026-06-22,2026-07-13,Delayed,Carrier capacity shortage
PO001670,SUP014,PROD00165,2294,181.08,415397.52,2025-12-12,2025-12-24,,Open,
PO001671,SUP012,PROD00110,2321,944.88,2193066.48,2026-02-03,2026-02-15,,Open,
PO001672,SUP003,PROD00273,1030,958.68,987440.4,2025-03-09,2025-03-24,2025-03-23,Delivered,
PO001673,SUP007,PROD00039,290,825.79,239479.1,2026-05-18,2026-05-31,2026-06-07,Delayed,Supplier production delay
PO001674,SUP014,PROD00157,422,116.68,49238.96,2026-05-07,2026-05-21,2026-05-26,Delivered,
PO001675,SUP020,PROD00213,2228,208.76,465117.28,2025-11-25,2025-12-29,,In Transit,
PO001676,SUP008,PROD00365,873,112.86,98526.78,2026-06-19,2026-06-30,,In Transit,
PO001677,SUP020,PROD00215,1249,604.67,755232.83,2025-10-17,2025-11-14,2025-11-14,Delivered,
PO001678,SUP013,PROD00400,2058,345.66,711368.28,2026-03-13,2026-03-29,2026-03-27,Delivered,
PO001679,SUP013,PROD00434,2032,221.61,450311.52,2025-01-25,2025-02-11,2025-02-16,Delivered,
PO001680,SUP005,PROD00311,275,843.2,231880.0,2026-02-03,2026-02-17,2026-02-18,Delivered,
PO001681,SUP006,PROD00333,1307,374.6,489602.2,2026-06-25,2026-07-14,2026-07-12,Delivered,
PO001682,SUP010,PROD00139,243,634.69,154229.67,2025-06-27,2025-07-25,2025-08-17,Delayed,Port congestion
PO001683,SUP010,PROD00080,264,349.29,92212.56,2025-11-07,2025-12-07,2025-12-12,Delivered,
PO001684,SUP010,PROD00105,780,1185.24,924487.2,2026-03-21,2026-04-24,,In Transit,
PO001685,SUP013,PROD00036,233,771.57,179775.81,2026-06-05,2026-06-20,,In Transit,
PO001686,SUP019,PROD00045,957,549.22,525603.54,2025-08-08,2025-08-14,2025-08-13,Delivered,
PO001687,SUP013,PROD00011,2078,856.97,1780783.66,2025-11-24,2025-12-05,,In Transit,
PO001688,SUP018,PROD00091,113,663.25,74947.25,2025-07-31,2025-08-19,,In Transit,
PO001689,SUP003,PROD00273,1239,958.68,1187804.52,2025-02-16,2025-03-04,2025-03-02,Delivered,
PO001690,SUP018,PROD00382,1404,113.91,159929.64,2025-01-05,2025-01-18,,In Transit,
PO001691,SUP015,PROD00228,233,199.18,46408.94,2025-07-01,2025-07-17,2025-08-03,Delayed,Customs clearance delay
PO001692,SUP020,PROD00500,1107,992.68,1098896.76,2025-06-09,2025-07-01,,In Transit,
PO001693,SUP017,PROD00083,1726,1131.5,1952969.0,2026-03-09,2026-04-05,2026-04-06,Delivered,
PO001694,SUP018,PROD00081,826,513.04,423771.04,2025-01-11,2025-01-27,2025-02-14,Delayed,Supplier production delay
PO001695,SUP016,PROD00168,221,911.82,201512.22,2026-05-15,2026-05-24,2026-05-27,Delivered,
PO001696,SUP011,PROD00016,963,77.43,74565.09,2026-04-05,2026-04-17,,In Transit,
PO001697,SUP015,PROD00298,2051,425.62,872946.62,2025-03-14,2025-04-03,2025-04-02,Delivered,
PO001698,SUP002,PROD00034,1100,462.14,508354.0,2025-03-10,2025-03-17,2025-03-16,Delivered,
PO001699,SUP019,PROD00198,2385,783.1,1867693.5,2026-02-12,2026-02-21,2026-02-22,Delivered,
PO001700,SUP014,PROD00287,1667,610.4,1017536.8,2025-09-25,2025-10-01,,In Transit,
PO001701,SUP014,PROD00335,872,405.34,353456.48,2025-07-26,2025-08-01,2025-08-05,Delivered,
PO001702,SUP018,PROD00130,1970,705.83,1390485.1,2025-05-11,2025-05-29,,Cancelled,
PO001703,SUP016,PROD00283,1639,883.17,1447515.63,2026-05-06,2026-05-12,2026-05-09,Delivered,
PO001704,SUP003,PROD00268,1835,328.96,603641.6,2025-07-08,2025-07-19,2025-07-27,Delayed,Carrier capacity shortage
PO001705,SUP008,PROD00122,1860,22.76,42333.6,2026-01-15,2026-01-27,,In Transit,
PO001706,SUP019,PROD00197,824,1011.82,833739.68,2025-02-12,2025-02-25,,In Transit,
PO001707,SUP006,PROD00328,675,441.67,298127.25,2025-08-04,2025-09-01,2025-08-29,Delivered,
PO001708,SUP002,PROD00124,1484,1134.77,1683998.68,2025-12-16,2025-12-25,,Open,
PO001709,SUP005,PROD00243,281,555.45,156081.45,2026-04-19,2026-05-02,,Open,
PO001710,SUP004,PROD00424,2120,364.83,773439.6,2026-02-05,2026-02-16,2026-02-17,Delivered,
PO001711,SUP013,PROD00449,1425,607.41,865559.25,2025-03-07,2025-03-20,2025-03-20,Delivered,
PO001712,SUP019,PROD00421,2214,882.22,1953235.08,2026-03-26,2026-03-31,2026-04-08,Delayed,Carrier capacity shortage
PO001713,SUP009,PROD00149,1350,759.51,1025338.5,2025-10-22,2025-11-26,2025-12-01,Delivered,
PO001714,SUP016,PROD00218,2171,847.36,1839618.56,2025-02-28,2025-03-06,2025-03-09,Delivered,
PO001715,SUP015,PROD00294,1367,674.02,921385.34,2025-01-18,2025-02-06,,In Transit,
PO001716,SUP005,PROD00270,1007,463.7,466945.9,2026-01-15,2026-01-25,2026-01-23,Delivered,
PO001717,SUP004,PROD00425,1637,342.83,561212.71,2025-01-07,2025-01-18,2025-01-15,Delivered,
PO001718,SUP011,PROD00181,2284,656.84,1500222.56,2025-05-03,2025-05-16,2025-05-23,Delayed,Weather disruption
PO001719,SUP008,PROD00003,2390,321.53,768456.7,2025-03-17,2025-03-22,2025-03-26,Delivered,
PO001720,SUP005,PROD00368,1634,365.61,597406.74,2026-01-31,2026-02-14,,In Transit,
PO001721,SUP012,PROD00241,1463,785.97,1149874.11,2026-04-06,2026-04-14,2026-04-15,Delivered,
PO001722,SUP012,PROD00444,677,7.63,5165.51,2026-04-11,2026-04-23,,Open,
PO001723,SUP011,PROD00405,966,1186.09,1145762.94,2026-04-11,2026-04-29,,Open,
PO001724,SUP019,PROD00284,1641,141.1,231545.1,2025-05-28,2025-06-06,2025-06-05,Delivered,
PO001725,SUP008,PROD00233,1818,444.21,807573.78,2025-09-21,2025-09-28,2025-09-25,Delivered,
PO001726,SUP013,PROD00423,2267,503.05,1140414.35,2025-11-04,2025-11-16,2025-11-19,Delivered,
PO001727,SUP006,PROD00487,902,538.23,485483.46,2025-08-21,2025-09-20,2025-09-22,Delivered,
PO001728,SUP016,PROD00374,1902,1062.04,2020000.08,2026-02-20,2026-03-03,2026-03-23,Delayed,Raw material shortage
PO001729,SUP013,PROD00326,1385,230.43,319145.55,2026-03-31,2026-04-16,2026-04-18,Delivered,
PO001730,SUP002,PROD00124,893,1134.77,1013349.61,2026-02-13,2026-02-20,,In Transit,
PO001731,SUP008,PROD00084,1538,35.91,55229.58,2025-09-09,2025-09-17,2025-09-17,Delivered,
PO001732,SUP012,PROD00458,1307,1094.23,1430158.61,2026-04-20,2026-05-03,2026-05-22,Delayed,Supplier production delay
PO001733,SUP004,PROD00127,2273,123.52,280760.96,2025-08-07,2025-08-18,2025-08-16,Delivered,
PO001734,SUP011,PROD00274,1738,888.89,1544890.82,2026-04-09,2026-04-23,,Open,
PO001735,SUP001,PROD00212,691,957.12,661369.92,2025-02-22,2025-03-02,2025-03-07,Delivered,
PO001736,SUP005,PROD00317,147,246.77,36275.19,2026-01-29,2026-02-16,2026-02-20,Delivered,
PO001737,SUP004,PROD00418,1169,377.95,441823.55,2025-07-31,2025-08-11,2025-08-10,Delivered,
PO001738,SUP015,PROD00214,667,232.99,155404.33,2025-06-09,2025-06-29,2025-06-29,Delivered,
PO001739,SUP009,PROD00407,584,1196.98,699036.32,2026-02-26,2026-03-26,,In Transit,
PO001740,SUP011,PROD00355,2223,114.91,255444.93,2026-05-14,2026-05-29,,In Transit,
PO001741,SUP004,PROD00072,401,718.16,287982.16,2025-02-06,2025-02-12,,In Transit,
PO001742,SUP018,PROD00464,266,572.45,152271.7,2025-01-22,2025-02-01,,Open,
PO001743,SUP007,PROD00217,881,734.04,646689.24,2025-12-06,2025-12-17,2025-12-19,Delivered,
PO001744,SUP008,PROD00068,1536,588.85,904473.6,2025-06-04,2025-06-12,2025-06-10,Delivered,
PO001745,SUP013,PROD00054,1879,469.68,882528.72,2025-11-20,2025-12-09,,Open,
PO001746,SUP007,PROD00178,1236,307.71,380329.56,2026-05-02,2026-05-17,,In Transit,
PO001747,SUP013,PROD00255,718,931.74,668989.32,2025-11-07,2025-11-18,2025-11-29,Delayed,Carrier capacity shortage
PO001748,SUP017,PROD00495,1728,166.0,286848.0,2026-03-02,2026-03-23,,In Transit,
PO001749,SUP006,PROD00420,1973,901.39,1778442.47,2025-06-12,2025-07-17,,In Transit,
PO001750,SUP013,PROD00351,650,1162.24,755456.0,2025-10-15,2025-11-05,2025-11-18,Delayed,Port congestion
PO001751,SUP015,PROD00394,1986,364.07,723043.02,2026-04-01,2026-04-12,2026-04-22,Delayed,Customs clearance delay
PO001752,SUP014,PROD00165,2450,181.08,443646.0,2026-01-24,2026-02-05,2026-02-02,Delivered,
PO001753,SUP007,PROD00039,1882,825.79,1554136.78,2026-01-07,2026-01-24,2026-01-23,Delivered,
PO001754,SUP020,PROD00210,2371,199.19,472279.49,2025-01-21,2025-02-23,,Open,
PO001755,SUP003,PROD00431,1565,1054.78,1650730.7,2025-12-19,2026-01-03,,Cancelled,
PO001756,SUP005,PROD00121,1662,336.34,558997.08,2025-03-12,2025-03-24,2025-03-25,Delivered,
PO001757,SUP020,PROD00093,857,463.39,397125.23,2025-06-03,2025-06-24,,Cancelled,
PO001758,SUP011,PROD00366,390,968.7,377793.0,2025-11-25,2025-12-09,,In Transit,
PO001759,SUP002,PROD00124,2076,1134.77,2355782.52,2025-12-30,2026-01-13,,Cancelled,
PO001760,SUP020,PROD00500,1545,992.68,1533690.6,2025-01-17,2025-02-17,,Cancelled,
PO001761,SUP008,PROD00069,146,488.26,71285.96,2025-09-16,2025-09-24,2025-09-29,Delivered,
PO001762,SUP020,PROD00422,263,926.64,243706.32,2026-05-17,2026-06-14,,Open,
PO001763,SUP002,PROD00031,1432,518.6,742635.2,2025-09-02,2025-09-11,2025-09-14,Delivered,
PO001764,SUP020,PROD00082,378,952.19,359927.82,2025-02-11,2025-03-09,2025-03-29,Delayed,Raw material shortage
PO001765,SUP004,PROD00078,2399,733.51,1759690.49,2025-12-07,2025-12-20,2025-12-17,Delivered,
PO001766,SUP012,PROD00134,1606,1106.24,1776621.44,2025-01-20,2025-01-29,2025-02-02,Delivered,
PO001767,SUP010,PROD00092,1586,600.56,952488.16,2026-02-02,2026-02-21,2026-03-07,Delayed,Raw material shortage
PO001768,SUP014,PROD00287,1788,610.4,1091395.2,2025-12-10,2025-12-20,,In Transit,
PO001769,SUP004,PROD00101,1121,1174.11,1316177.31,2026-02-21,2026-03-03,2026-03-05,Delivered,
PO001770,SUP012,PROD00118,1892,123.73,234097.16,2025-07-17,2025-07-29,2025-07-27,Delivered,
PO001771,SUP007,PROD00119,1355,114.55,155215.25,2025-03-28,2025-04-19,,In Transit,
PO001772,SUP002,PROD00131,488,1042.37,508676.56,2026-06-06,2026-06-12,2026-06-11,Delivered,
PO001773,SUP016,PROD00218,680,847.36,576204.8,2025-09-06,2025-09-12,2025-09-10,Delivered,
PO001774,SUP003,PROD00396,89,950.83,84623.87,2025-08-31,2025-09-22,2025-09-20,Delivered,
PO001775,SUP018,PROD00453,689,810.72,558586.08,2025-01-14,2025-02-04,2025-03-01,Delayed,Port congestion
PO001776,SUP013,PROD00269,483,903.94,436603.02,2026-04-17,2026-05-07,,Open,
PO001777,SUP018,PROD00272,867,277.63,240705.21,2025-05-05,2025-05-15,,In Transit,
PO001778,SUP013,PROD00019,65,260.43,16927.95,2025-03-25,2025-04-06,2025-04-04,Delivered,
PO001779,SUP011,PROD00291,911,421.25,383758.75,2026-03-20,2026-04-11,,In Transit,
PO001780,SUP008,PROD00342,839,888.79,745694.81,2025-02-21,2025-02-27,2025-03-04,Delivered,
PO001781,SUP002,PROD00177,812,355.66,288795.92,2026-05-03,2026-05-11,2026-05-15,Delivered,
PO001782,SUP013,PROD00486,2474,614.94,1521361.56,2026-04-26,2026-05-10,,In Transit,
PO001783,SUP013,PROD00054,375,469.68,176130.0,2025-03-04,2025-03-21,2025-03-18,Delivered,
PO001784,SUP018,PROD00352,2406,669.36,1610480.16,2025-06-30,2025-07-13,2025-07-18,Delivered,
PO001785,SUP005,PROD00243,820,555.45,455469.0,2025-07-13,2025-08-03,2025-08-01,Delivered,
PO001786,SUP019,PROD00421,982,882.22,866340.04,2025-07-11,2025-07-21,,In Transit,
PO001787,SUP001,PROD00276,1738,492.61,856156.18,2025-06-16,2025-06-27,2025-06-28,Delivered,
PO001788,SUP012,PROD00110,1462,944.88,1381414.56,2026-06-03,2026-06-12,2026-06-13,Delivered,
PO001789,SUP004,PROD00060,1202,729.04,876306.08,2025-09-04,2025-09-17,2025-09-18,Delivered,
PO001790,SUP016,PROD00448,1459,1007.39,1469782.01,2025-06-15,2025-06-21,2025-06-25,Delivered,
PO001791,SUP020,PROD00067,99,339.19,33579.81,2025-03-03,2025-04-03,2025-04-07,Delivered,
PO001792,SUP012,PROD00252,319,1107.06,353152.14,2025-04-01,2025-04-11,2025-04-13,Delivered,
PO001793,SUP019,PROD00421,1567,882.22,1382438.74,2025-09-26,2025-10-06,2025-10-10,Delivered,
PO001794,SUP014,PROD00055,1333,105.32,140391.56,2026-05-27,2026-06-05,,In Transit,
PO001795,SUP011,PROD00366,1495,968.7,1448206.5,2025-07-14,2025-07-27,2025-07-24,Delivered,
PO001796,SUP008,PROD00233,1949,444.21,865765.29,2026-02-24,2026-03-08,2026-03-24,Delayed,Customs clearance delay
PO001797,SUP013,PROD00106,1768,132.45,234171.6,2026-04-21,2026-05-08,2026-05-11,Delivered,
PO001798,SUP010,PROD00350,661,113.05,74726.05,2025-01-26,2025-02-17,2025-03-07,Delayed,Raw material shortage
PO001799,SUP013,PROD00019,668,260.43,173967.24,2026-02-14,2026-03-01,2026-02-28,Delivered,
PO001800,SUP008,PROD00258,1984,458.91,910477.44,2025-07-08,2025-07-16,2025-07-19,Delivered,
PO001801,SUP017,PROD00498,2087,749.74,1564707.38,2025-06-03,2025-06-29,2025-06-26,Delivered,
PO001802,SUP010,PROD00094,1187,985.56,1169859.72,2026-02-06,2026-03-01,2026-03-06,Delivered,
PO001803,SUP017,PROD00359,2094,505.99,1059543.06,2025-08-22,2025-09-15,,In Transit,
PO001804,SUP004,PROD00275,704,914.81,644026.24,2026-03-20,2026-03-31,,Open,
PO001805,SUP002,PROD00225,324,644.51,208821.24,2026-05-15,2026-05-20,2026-05-18,Delivered,
PO001806,SUP002,PROD00115,1013,172.03,174266.39,2025-11-28,2025-12-10,2025-12-09,Delivered,
PO001807,SUP015,PROD00403,103,306.14,31532.42,2026-06-16,2026-07-03,2026-07-22,Delayed,Customs clearance delay
PO001808,SUP015,PROD00292,1807,867.78,1568078.46,2025-11-12,2025-12-02,2025-12-03,Delivered,
PO001809,SUP004,PROD00128,1447,481.48,696701.56,2025-05-05,2025-05-19,2025-05-20,Delivered,
PO001810,SUP019,PROD00348,308,167.65,51636.2,2026-01-18,2026-01-25,2026-01-29,Delivered,
PO001811,SUP015,PROD00085,907,625.16,567020.12,2025-01-19,2025-02-05,2025-02-05,Delivered,
PO001812,SUP016,PROD00218,1330,847.36,1126988.8,2025-12-01,2025-12-09,,Open,
PO001813,SUP009,PROD00007,2414,8.88,21436.32,2026-05-03,2026-05-29,,In Transit,
PO001814,SUP014,PROD00240,2394,923.92,2211864.48,2025-12-06,2025-12-14,2025-12-30,Delayed,Raw material shortage
PO001815,SUP015,PROD00111,1070,966.06,1033684.2,2025-08-23,2025-09-13,2025-09-13,Delivered,
PO001816,SUP003,PROD00103,1333,208.13,277437.29,2026-05-16,2026-06-04,2026-06-01,Delivered,
PO001817,SUP014,PROD00493,1367,795.03,1086806.01,2026-06-08,2026-06-14,2026-06-13,Delivered,
PO001818,SUP013,PROD00423,324,503.05,162988.2,2025-03-25,2025-04-12,2025-04-13,Delivered,
PO001819,SUP013,PROD00011,636,856.97,545032.92,2026-04-06,2026-04-22,2026-05-06,Delayed,Raw material shortage
PO001820,SUP019,PROD00002,62,1096.2,67964.4,2026-01-08,2026-01-13,2026-01-13,Delivered,
PO001821,SUP008,PROD00084,2026,35.91,72753.66,2025-12-02,2025-12-12,,In Transit,
PO001822,SUP019,PROD00312,2035,589.9,1200446.5,2025-05-30,2025-06-08,,Open,
PO001823,SUP003,PROD00184,869,46.58,40478.02,2025-11-18,2025-12-07,,Open,
PO001824,SUP002,PROD00031,298,518.6,154542.8,2025-07-12,2025-07-26,2025-07-27,Delivered,
PO001825,SUP011,PROD00145,1590,1045.28,1661995.2,2025-07-19,2025-08-06,2025-08-21,Delayed,Carrier capacity shortage
PO001826,SUP009,PROD00137,640,810.39,518649.6,2026-03-10,2026-03-28,2026-03-28,Delivered,
PO001827,SUP019,PROD00477,372,141.97,52812.84,2025-10-31,2025-11-05,2025-11-08,Delivered,
PO001828,SUP017,PROD00340,1614,219.32,353982.48,2026-01-13,2026-02-14,2026-02-24,Delayed,Customs clearance delay
PO001829,SUP013,PROD00269,491,903.94,443834.54,2025-06-10,2025-06-29,2025-07-01,Delivered,
PO001830,SUP013,PROD00041,1216,234.25,284848.0,2025-10-08,2025-10-25,2025-10-29,Delivered,
PO001831,SUP003,PROD00396,557,950.83,529612.31,2025-06-16,2025-07-05,2025-07-02,Delivered,
PO001832,SUP004,PROD00144,630,110.32,69501.6,2025-02-23,2025-03-05,2025-03-07,Delivered,
PO001833,SUP020,PROD00380,1828,989.56,1808915.68,2025-11-19,2025-12-19,,In Transit,
PO001834,SUP005,PROD00331,1208,1169.3,1412514.4,2025-11-28,2025-12-14,2025-12-11,Delivered,
PO001835,SUP014,PROD00172,211,292.47,61711.17,2025-11-28,2025-12-12,,In Transit,
PO001836,SUP003,PROD00156,590,159.1,93869.0,2026-06-08,2026-06-18,,In Transit,
PO001837,SUP007,PROD00119,623,114.55,71364.65,2026-05-24,2026-06-04,,Open,
PO001838,SUP019,PROD00062,426,956.49,407464.74,2025-06-05,2025-06-11,2025-06-11,Delivered,
PO001839,SUP001,PROD00427,1457,400.07,582901.99,2026-01-04,2026-01-14,2026-01-17,Delivered,
PO001840,SUP008,PROD00122,2199,22.76,50049.24,2025-03-13,2025-03-25,2025-03-22,Delivered,
PO001841,SUP011,PROD00469,416,33.38,13886.08,2026-03-03,2026-03-23,2026-04-02,Delayed,Weather disruption
PO001842,SUP013,PROD00432,981,329.84,323573.04,2025-08-01,2025-08-18,2025-08-19,Delivered,
PO001843,SUP014,PROD00240,149,923.92,137664.08,2025-09-03,2025-09-08,2025-09-13,Delivered,
PO001844,SUP011,PROD00463,223,1060.66,236527.18,2025-02-23,2025-03-15,2025-03-28,Delayed,Customs clearance delay
PO001845,SUP007,PROD00483,2100,1070.1,2247210.0,2025-02-13,2025-02-26,2025-03-08,Delayed,Carrier capacity shortage
PO001846,SUP004,PROD00428,128,94.68,12119.04,2025-11-24,2025-12-04,2025-12-07,Delivered,
PO001847,SUP008,PROD00009,2302,291.15,670227.3,2026-06-07,2026-06-16,2026-06-19,Delivered,
PO001848,SUP018,PROD00369,905,850.08,769322.4,2025-03-11,2025-03-21,2025-03-18,Delivered,
PO001849,SUP013,PROD00099,380,409.58,155640.4,2025-08-24,2025-09-12,2025-09-14,Delivered,
PO001850,SUP012,PROD00458,921,1094.23,1007785.83,2026-01-12,2026-01-25,2026-02-05,Delayed,Customs clearance delay
PO001851,SUP019,PROD00477,1138,141.97,161561.86,2025-06-05,2025-06-18,2025-06-19,Delivered,
PO001852,SUP013,PROD00439,1099,662.84,728461.16,2026-01-19,2026-02-06,2026-02-06,Delivered,
PO001853,SUP018,PROD00081,1658,513.04,850620.32,2025-12-09,2025-12-22,2025-12-23,Delivered,
PO001854,SUP016,PROD00379,2146,688.26,1477005.96,2025-05-03,2025-05-12,2025-05-16,Delivered,
PO001855,SUP017,PROD00367,1637,930.37,1523015.69,2026-02-20,2026-03-16,2026-03-13,Delivered,
